InstanceID	DependentVariableValue	Prediction	BRCA_Probability	Control_Probability
Instance17	BRCA	BRCA	0.877398584964013	0.122601415035987
Instance5	BRCA	Control	0.457997021841446	0.542002978158554
Instance15	BRCA	BRCA	0.843589180208706	0.156410819791294
Instance10	BRCA	BRCA	0.847766488777525	0.152233511222475
Instance11	BRCA	BRCA	0.755833132251647	0.244166867748353
Instance3	BRCA	BRCA	0.954800449817945	0.0451995501820553
Instance20	BRCA	BRCA	0.751538569604834	0.248461430395166
Instance7	BRCA	BRCA	0.714890433476744	0.285109566523256
Instance18	BRCA	BRCA	0.922038626948515	0.0779613730514846
Instance2	BRCA	BRCA	0.885706835648755	0.114293164351246
Instance16	BRCA	BRCA	0.935178588139507	0.0648214118604931
Instance1	Control	Control	0.0962178052301133	0.903782194769887
Instance4	Control	BRCA	0.95820405245392	0.0417959475460801
Instance6	BRCA	BRCA	0.921037097368957	0.078962902631043
Instance14	BRCA	BRCA	0.917032036705557	0.0829679632944434
Instance12	Control	Control	0.369671676002278	0.630328323997722
Instance13	Control	Control	0.337943322583659	0.662056677416342
Instance9	BRCA	BRCA	0.776847289317674	0.223152710682326
Instance19	BRCA	BRCA	0.938906596201613	0.0610934037983874
Instance8	Control	Control	0.404813749907439	0.595186250092561
