InstanceID	DependentVariableValue	Prediction	BRCA_Probability	Control_Probability
Instance17	BRCA	BRCA	0.944413144334048	0.0555868556659522
Instance5	BRCA	BRCA	0.782765265408167	0.217234734591833
Instance15	BRCA	BRCA	0.857024651843035	0.142975348156965
Instance10	BRCA	BRCA	0.817241472567953	0.182758527432047
Instance11	BRCA	BRCA	0.811702919167259	0.188297080832741
Instance3	BRCA	BRCA	0.942835756901574	0.0571642430984257
Instance20	BRCA	BRCA	0.735836011846618	0.264163988153382
Instance7	BRCA	Control	0.437903218780104	0.562096781219896
Instance18	BRCA	BRCA	0.833648102582961	0.166351897417039
Instance2	BRCA	BRCA	0.92575658973189	0.0742434102681098
Instance16	BRCA	BRCA	0.856740243857254	0.143259756142746
Instance1	Control	Control	0.427437269146043	0.572562730853958
Instance4	Control	BRCA	0.982687504716029	0.0173124952839712
Instance6	BRCA	BRCA	0.90155492817967	0.0984450718203294
Instance14	BRCA	BRCA	0.89977166517809	0.100228334821909
Instance12	Control	BRCA	0.507719681778554	0.492280318221446
Instance13	Control	Control	0.30898263464216	0.69101736535784
Instance9	BRCA	BRCA	0.877842763181224	0.122157236818776
Instance19	BRCA	BRCA	0.951106113993364	0.0488938860066363
Instance8	Control	Control	0.268033756721106	0.731966243278894
