InstanceID	DependentVariableValue	Prediction	BRCA_Probability	Control_Probability
Instance17	BRCA	BRCA	0.91980323041215	0.0801967695878499
Instance5	BRCA	BRCA	0.75358303390594	0.246416966094061
Instance15	BRCA	BRCA	0.77239516357179	0.22760483642821
Instance10	BRCA	BRCA	0.900856496122371	0.0991435038776294
Instance11	BRCA	BRCA	0.862182608148481	0.137817391851519
Instance3	BRCA	BRCA	0.950270610825226	0.0497293891747742
Instance20	BRCA	BRCA	0.764714667281466	0.235285332718533
Instance7	BRCA	BRCA	0.73504949758043	0.264950502419569
Instance18	BRCA	BRCA	0.939173520254067	0.0608264797459331
Instance2	BRCA	BRCA	0.860525373913055	0.139474626086945
Instance16	BRCA	BRCA	0.713673884110721	0.286326115889279
Instance1	Control	Control	0.464353487894151	0.535646512105849
Instance4	Control	BRCA	0.939849818347196	0.0601501816528038
Instance6	BRCA	BRCA	0.55016125397253	0.44983874602747
Instance14	BRCA	BRCA	0.887950085090423	0.112049914909578
Instance12	Control	BRCA	0.658588131510343	0.341411868489656
Instance13	Control	Control	0.212057230306782	0.787942769693218
Instance9	BRCA	BRCA	0.650047923223015	0.349952076776985
Instance19	BRCA	BRCA	0.939407833619186	0.0605921663808144
Instance8	Control	BRCA	0.720002733634134	0.279997266365866
